Kontonr;Bogført dato;Navn;Leverandørnr;Posteringstekst;Nettobeløb;Beløb;Afdelingsnr;Bilagsidentifikation;Regnskabsår;Udbetalt dato;Kassenr;;;;;
527-32-004-03;30-09-2025;;;Månedsløn bagud september XB;322.285,47;322.285,47;;SD2025-09-19-06.16.35.428020;2025;;800;;;;;
527-32-004-03;31-08-2025;;;Månedsløn bagud august XB;351.486,30;351.486,30;;SD2025-08-15-09.52.19.457451;2025;;800;;;;;
527-32-004-03;31-07-2025;;;Månedsløn bagud juli XB;342.805,30;342.805,30;;SD2025-07-18-04.57.10.992258;2025;;800;;;;;
527-32-004-03;30-06-2025;;;Månedsløn bagud juni XB;341.924,18;341.924,18;;SD2025-06-20-06.17.19.521825;2025;;800;;;;;
527-32-004-03;31-05-2025;;;Månedsløn bagud maj XB;372.928,53;372.928,53;;SD2025-05-16-05.18.25.403474;2025;;800;;;;;
527-32-004-03;30-04-2025;;;Månedsløn bagud april XB;397.862,88;397.862,88;;SD2025-04-17-05.29.37.646900;2025;;800;;;;;
527-32-004-03;31-03-2025;;;Månedsløn bagud marts XB;321.393,19;321.393,19;;SD2025-03-21-06.44.05.014952;2025;;800;;;;;
527-32-004-03;28-02-2025;;;Månedsløn bagud februar XB;333.768,60;333.768,60;;SD2025-02-14-05.00.23.822583;2025;;800;;;;;
527-32-004-03;31-01-2025;;;Månedsløn bagud januar XB;385.399,79;385.399,79;;SD2025-01-17-14.09.46.394677;2025;;800;;;;;
527-32-005-00;26-11-2025;;;Refus kathwar Mohammad 29.10-31.10;-120,00;-120,00;34010;2511261764159931647;2025;;111;;;;;
527-32-005-00;20-10-2025;;;Refue,retur Personlig ass.Sevda 1+2 kvar;6.863,70;6.863,70;34010;2510201760961124222;2025;;111;;;;;
527-32-005-00;20-10-2025;;;Refus.Personlig ass.Sevda 1+2 kvartal;-6.368,70;-6.368,70;34010;2510201760961124222;2025;;111;;;;;
527-32-005-00;08-10-2025;;;Refus.Savda Paso 1.2. kvartal;-6.863,70;-6.863,70;34010;2510081759924641883;2025;;111;;;;;
527-32-005-00;01-10-2025;;;Refus.Sevda Paso 1.9-2025;-161,00;-161,00;34010;2510011759311820912;2025;;111;;;;;
527-32-005-00;01-10-2025;;;Refus.Kawthar Mohammad 1.9 - 19.9;-603,00;-603,00;34010;2510011759311978920;2025;;111;;;;;
527-32-005-00;17-09-2025;;;Refus.Katwar Mohammad 11.8-22.5-2025;-402,00;-402,00;34010;2509171758092956445;2025;;111;;;;;
527-32-005-00;09-09-2025;;;Refus. Kawthar Mohammad d 28.7-5.8;-281,00;-281,00;34010;2509091757407699919;2025;;111;;;;;
527-32-005-00;19-08-2025;;;Refus.Sevda Paso 16.7-28.7;-1.446,00;-1.446,00;34010;2508191755589623892;2025;;111;;;;;
527-32-005-00;05-08-2025;;;Sawsan Shammout, pers. ass. 1.+2. kvt.;-4.576,09;-4.576,09;34010;2508051754386142313;2025;;111;;;;;
527-32-005-00;05-08-2025;;;Kawthar Mohammad, pers. ass. 1.+2. kvt.;-9.946,56;-9.946,56;34010;2508051754386142313;2025;;111;;;;;
527-32-005-00;17-06-2025;;;Refus.Kawthar Mohammad 12.5-19.5;-120,00;-120,00;34010;2506171750154498671;2025;;111;;;;;
527-32-005-00;20-05-2025;;;Rettelse refus,SawsanShammout 7.3-12.3;711,00;711,00;34010;2505201747742827946;2025;;111;;;;;
527-32-005-00;07-05-2025;;;Refus, Sawsan Shammout 7.3-12.3;-724,00;-724,00;34010;2505071746605863087;2025;;111;;;;;
527-32-005-00;30-04-2025;;;Refus,Sawsan Shammout 7.3-12.3 pl.hj;-711,00;-711,00;34010;2504301745994204898;2025;;111;;;;;
527-32-005-00;26-03-2025;;;Refus. Sawsan Shammout 28.2-25 Køkken;-181,00;-181,00;34010;2503261742974377617;2025;;111;;;;;
527-32-005-00;24-03-2025;;;Refus Kawthar Mohammad 4.2-21.2-2025 Køk;-241,00;-241,00;34010;2503241742801091603;2025;;111;;;;;
527-32-005-00;04-03-2025;;;Refus.Sawsan Shammout d 5.2-2025 Køkken;-181,00;-181,00;34010;2503041741075095676;2025;;111;;;;;
527-32-005-00;04-03-2025;;;Refus.Ameneh Razaee10.2-12.2-2025. Køkke;-2.972,00;-2.972,00;34010;2503041741079556717;2025;;111;;;;;
527-32-005-00;17-02-2025;;;Refus-Ameneh Razaee 1.1-3.2-25;-26.671,00;-26.671,00;34010;2502171739781634916;2025;;111;;;;;
527-32-005-00;21-01-2025;;;Refus. Sawsan Shammout 4.kvartal 2024;-313,69;-313,69;34010;2501211737462197383;2025;;111;;;;;
527-32-005-00;14-01-2025;;;Refus omposteret Ameneh 1.9;23.465,00;23.465,00;34010;2501141736847306594;2025;;111;;;;;
527-32-005-00;14-01-2025;;;Refus omposteret Ameneh 1.9;23.465,00;23.465,00;34010;2501141736847306594;2025;;111;;;;;
527-32-005-00;09-01-2025;;;Refu.Ameneh13.12-31.12 Marcela6.12-31.12;-23.465,00;-23.465,00;34010;2501091736415433562;2025;;111;;;;;
527-32-005-00;09-01-2025;;;Refu.Ameneh13.12-31.12 Marcela6.12-31.12;-23.465,00;-23.465,00;34010;2501091736415433562;2025;;111;;;;;
527-32-003-06;17-12-2025;;;Fælles Møde kage og linser;18,58;18,58;34010;2512171765976499829;2025;;111;;;;;
527-32-003-06;16-12-2025;;;Samlet betaling 3.Kvartal 2025;5.965,91;5.965,91;34010;2512161765890809808;2025;;111;;;;;
527-32-003-06;24-11-2025;;;Gebyr;45,93;45,93;34010;2511241763980978117;2025;;111;;;;;
527-32-003-06;10-11-2025;;;Fællesforpl Bestyrelsesmøde 23.9;27,09;27,09;34010;2511101762772712433;2025;;111;;;;;
527-32-003-06;28-10-2025;;;Restaurant oktober;-34.125,00;-34.125,00;34010;2510281761655027660;2025;;111;;;;;
527-32-003-06;08-10-2025;;;Gebyr;46,76;46,76;34010;2510081759924641883;2025;;111;;;;;
527-32-003-06;29-09-2025;;;Restaurant september;-34.125,00;-34.125,00;34010;2509291759137174445;2025;;111;;;;;
527-32-003-06;29-09-2025;;;Gebyr;23,61;23,61;34010;2509291759144921510;2025;;111;;;;;
527-32-003-06;23-09-2025;;;Samlet betaling 2.Kvartal 2025;6.325,93;6.325,93;34010;2509231758616509036;2025;;111;;;;;
527-32-003-06;18-09-2025;;;Fælles forplejning MED møde 18.6;15,22;15,22;34010;2509181758184130997;2025;;111;;;;;
527-32-003-06;03-09-2025;;;Gebyr;22,90;22,90;34010;2509031756893473699;2025;;111;;;;;
527-32-003-06;28-08-2025;;;Tj.ydelser u/moms 4.0 fordeling fælles;1,29;1,29;34010;2508281756383509116;2025;;111;;;;;
527-32-003-06;28-08-2025;;;Restaurant august;-34.125,00;-34.125,00;34010;2508281756383626117;2025;;111;;;;;
527-32-003-06;18-08-2025;;;Gebyr;24,24;24,24;34010;2508181755503635399;2025;;111;;;;;
527-32-003-06;04-08-2025;;;Gebyr bank 4.8.25;23,22;23,22;34010;2508041754301350603;2025;;111;;;;;
527-32-003-06;24-07-2025;;;Restaurant juli;-34.125,00;-34.125,00;34010;2507241753347555726;2025;;111;;;;;
527-32-003-06;22-07-2025;;;Fælles forplej. MED møde 18.6;22,48;22,48;34010;2507221753175444972;2025;;111;;;;;
527-32-003-06;09-07-2025;;;Gebyr samt renter feriekonto;28,21;28,21;34010;2507091752050159825;2025;;111;;;;;
527-32-003-06;01-07-2025;;;Samlet betaling 1.kvt;6.231,42;6.231,42;34010;2507011751351829069;2025;;111;;;;;
527-32-003-06;01-07-2025;;;Gebyr samt renter feriekonto;24,50;24,50;34010;2507011751369052232;2025;;111;;;;;
527-32-003-06;19-06-2025;;;Fælles fordeling Tj uden moms;4,75;4,75;34010;2506191750320844775;2025;;111;;;;;
527-32-003-06;18-06-2025;;;Restaurant juni;-34.125,00;-34.125,00;34010;2506181750245236367;2025;;111;;;;;
527-32-003-06;17-06-2025;;;Gebyr samt renter feriekonto;23,48;23,48;34010;2506171750149908651;2025;;111;;;;;
527-32-003-06;12-06-2025;;;Gebyr,samt renter feriekonto;22,74;22,74;34010;2506121749714523302;2025;;111;;;;;
527-32-003-06;26-05-2025;;;Restaurant maj;-34.125,00;-34.125,00;34010;2505261748244634630;2025;;111;;;;;
527-32-003-06;26-05-2025;;;Gebyr samt renter feriekonto;1,95;1,95;34010;2505261748257999735;2025;;111;;;;;
527-32-003-06;15-05-2025;;;Gebyr samt renter feriekonto;48,95;48,95;34010;2505151747308031834;2025;;111;;;;;
527-32-003-06;08-05-2025;;;Restaurant april;-34.125,00;-34.125,00;34010;2505081746684633613;2025;;111;;;;;
527-32-003-06;07-05-2025;;;Fordel fælles Tj.Ydelser u.m 26.3-7.5;37,95;37,95;34010;2505071746620273220;2025;;111;;;;;
527-32-003-06;05-05-2025;;;MED møde 29.4 Køkken;25,80;25,80;34010;2505051746435498495;2025;;111;;;;;
527-32-003-06;24-04-2025;;;Gebyr;31,25;31,25;34010;2504241745495734468;2025;;111;;;;;
527-32-003-06;07-04-2025;;;Revisionsforespørgsel;23,36;23,36;34010;2504071744022438520;2025;;111;;;;;
527-32-003-06;25-03-2025;;;Revisionsforespørgsel;49,64;49,64;34010;2503251742905212202;2025;;111;;;;;
527-32-003-06;25-03-2025;;;Fordeling fælles 1.1-25.3-25;13,54;13,54;34010;2503251742906849204;2025;;111;;;;;
527-32-003-06;18-03-2025;;;Samlet betaling 4.kvt;5.205,60;5.205,60;34010;2503181742299276214;2025;;111;;;;;
527-32-003-06;12-03-2025;;;Restaurant januar-marts;-102.375,00;-102.375,00;34010;2503121741787376300;2025;;111;;;;;
527-32-003-06;18-02-2025;;;Revisionforespørgsel;2,59;2,59;34010;2502181739883636955;2025;;111;;;;;
527-32-003-06;17-02-2025;;;Revisionforespørgsel;23,91;23,91;34010;2502171739781634916;2025;;111;;;;;
527-32-003-06;04-02-2025;;;Revisionforespørgsel;22,90;22,90;34010;2502041738676007005;2025;;111;;;;;
527-32-003-06;28-01-2025;;;Revisionforespørgsel;43,13;43,13;34010;2501281738069403739;2025;;111;;;;;
527-32-003-06;21-01-2025;;;Revisionforespørgsel;129,00;129,00;34010;2501211737462197383;2025;;111;;;;;
527-32-003-06;07-01-2025;;;AUB rest fordelt 31.12.2024 omp.;-78,89;-78,89;34010;2501061736166503627;2025;;111;;;;;
527-32-003-06;07-01-2025;;;AUB rest fordelt 31.12.2024;-78,89;-78,89;34010;2501061736166503627;2025;;111;;;;;
527-32-003-06;06-01-2025;;;AUB rest fordelt 31.12.2024 omp.;78,89;78,89;34010;2501061736166503627;2025;;111;;;;;
527-32-003-06;06-01-2025;;;AUB rest fordelt 31.12.2024;78,89;78,89;34010;2501061736166503627;2025;;111;;;;;
527-32-006-08;24-07-2025;;;Tj.ydel inkl.m Fordel fælles 2.7-24.7;3,32;4,15;34010;2507241753346478716;2025;;111;;;;;
527-32-006-08;19-06-2025;;;Fælles fordeling Tj.ydelser inkl. moms;20,74;25,93;34010;2506191750320844775;2025;;111;;;;;
527-32-006-08;07-05-2025;;;Fordl fælles Tj.ydel m/moms 26.3-7.5;24,02;30,02;34010;2505071746620273220;2025;;111;;;;;
527-32-006-08;17-02-2025;Formalize ApS;42045136;Whistleblower Software License;928,80;1.161,00;34010;2501291738180232395;2025;18-02-2025;111;;;;;
527-32-006-08;11-02-2025;Klædefabrikken ApS;38641549;Afholdelse af kursus Medudvalg Køkken;1.339,54;1.674,42;34010;2502041738698628135;2025;12-02-2025;111;;;;;
527-32-006-08;28-01-2025;Parternes Uddannelsesfællesskab FMBA;27240194;MED Grunduddannelse;819,03;1.023,79;34010;2501271738007419264;2025;21-02-2025;111;;;;;
527-32-009-50;18-12-2025;;;Admin møde boller og julekage;11,35;14,19;34010;2512181766059568880;2025;19-12-2025;111;;;;;
527-32-009-50;15-12-2025;;;Personaleforeningen ophævet;-670,25;-837,81;34010;2512151765803550240;2025;;111;;;;;
527-32-009-50;28-10-2025;;;Fødevarer 2.2 Fordeling fælles;9,70;12,12;34010;2510281761654800658;2025;;111;;;;;
527-32-009-50;09-10-2025;;;Slik til Admin og DC;9,78;12,23;34010;2510091759995204299;2025;10-10-2025;111;;;;;
527-32-009-50;09-09-2025;;;Bestyrelsesmøde.Smørrebrød d 17.6 Fælles;136,54;170,67;34010;2507221753175444972;2025;;111;;;;;
527-32-009-50;03-09-2025;;;Afskeds morgenmad/frokost Niels;777,20;971,50;34010;2509031756893473699;2025;;111;;;;;
527-32-009-50;01-09-2025;Kaffekompagniet ApS;44129965;Kaffekompagniet, Senseo ADMIN;121,78;152,22;34010;2508271756320688708;2025;02-09-2025;111;;;;;
527-32-009-50;28-08-2025;;;Fødevarer 2.2 Fordeling fælles;15,27;19,09;34010;2508281756383509116;2025;;111;;;;;
527-32-009-50;22-07-2025;;;Morgenmad Admin;13,00;16,25;34010;2507221753183574009;2025;23-07-2025;111;;;;;
527-32-009-50;09-07-2025;;;Ymer;121,20;151,50;34010;2507091752045914771;2025;10-07-2025;111;;;;;
527-32-009-50;07-05-2025;;;Fordeling fælles Fødevarer 2.2 d26.3-7.5;27,25;34,06;34010;2505071746620273220;2025;;111;;;;;
527-32-009-50;03-04-2025;Salling Group A/S;35954716;Fælles personalemøde 1.4 Køkken;77,91;97,39;34010;2504021743619843402;2025;30-04-2025;111;;;;;
527-32-009-50;18-02-2025;;;Lagkagehus / Møde Køkken;12,38;15,48;34010;2502181739883636955;2025;;111;;;;;
527-32-009-50;18-02-2025;;;K Bageri / Brød Møde;7,12;8,90;34010;2502181739883636955;2025;;111;;;;;
527-32-009-50;17-02-2025;Kaffekompagniet ApS;44129965;Kaffekompagniet, Senseo til ADMIN;157,89;197,36;34010;2502011738439430772;2025;18-02-2025;111;;;;;
527-32-010-00;20-12-2025;LYRECO DANMARK A/S;62545313;Batterioplader, Ener, Lyreco Danmar;117,79;147,24;34010;2512171766001114049;2025;;111;;;;;
527-32-010-00;20-12-2025;LYRECO DANMARK A/S;62545313;Batteri, Energizer A, Lyreco Danmar;444,48;555,60;34010;2512171766001114049;2025;;111;;;;;
527-32-010-00;17-12-2025;DUSTIN A/S;26092183;Samsung;4.467,00;5.583,75;34010;2511281764359481125;2025;;111;;;;;
527-32-010-00;10-12-2025;Elis Danmark A/S;27339506;Arbejdstøj;188,64;235,80;34010;2511281764359480123;2025;;111;;;;;
527-32-010-00;02-12-2025;LYRECO DANMARK A/S;62545313;Multifunktionspapir , Lyreco Danmar;229,35;286,69;34010;2511191763581874166;2025;16-12-2025;111;;;;;
527-32-010-00;01-12-2025;AO Workwear A/S;32151922;Arbejdstøj;778,96;973,70;34010;2511201763668297748;2025;18-12-2025;111;;;;;
527-32-010-00;28-10-2025;;;Øvrige varekøb 2.9 Fordeling fælles;142,50;178,12;34010;2510281761654800658;2025;;111;;;;;
527-32-010-00;09-10-2025;;;Planter til Admin og reception;42,93;53,66;34010;2510091759995204299;2025;10-10-2025;111;;;;;
527-32-010-00;09-10-2025;;;Panodil til perosnale;6,49;8,11;34010;2510091759995204299;2025;10-10-2025;111;;;;;
527-32-010-00;06-10-2025;Blomster by Walgaard;18970392;Blomster til Asish køkkenchef;200,00;250,00;34010;2510011759344897476;2025;08-10-2025;111;;;;;
527-32-010-00;30-09-2025;Nuuday A/S;40075291;Essentials Recycled , Nuuday A/S;242,18;302,73;34010;2509011756752872169;2025;01-10-2025;111;;;;;
527-32-010-00;30-09-2025;Nuuday A/S;40075291;PanzerGlass Ultra Wi, Nuuday A/S;251,90;314,88;34010;2509011756752872169;2025;01-10-2025;111;;;;;
527-32-010-00;30-09-2025;Nuuday A/S;40075291;Afrunding;-0,01;-0,01;34010;2509011756752872169;2025;01-10-2025;111;;;;;
527-32-010-00;29-09-2025;;;Fælles ford.Øvrige varekøb 29.8-29.9;61,90;77,38;34010;2509291759137891452;2025;;111;;;;;
527-32-010-00;04-09-2025;Nuuday A/S;40075291;iPhone 16e 128GB Bla, Nuuday A/S;6.507,42;8.134,28;34010;2509011756752872170;2025;30-09-2025;111;;;;;
527-32-010-00;03-09-2025;;;Afskedsgave Niels;1.320,00;1.650,00;34010;2509031756893473699;2025;;111;;;;;
527-32-010-00;03-09-2025;;;Afskeds telegram til Niels;37,56;46,95;34010;2509031756893473699;2025;;111;;;;;
527-32-010-00;06-08-2025;Selfmade A/S;73266319;beklædning;-47,20;-59,00;34010;2508051754419880429;2025;11-08-2025;111;;;;;
527-32-010-00;01-08-2025;Selfmade A/S;73266319;beklændning;-559,20;-699,00;34010;2507311753987876036;2025;11-08-2025;111;;;;;
527-32-010-00;01-08-2025;Selfmade A/S;73266319;beklændning;606,40;758,00;34010;2507291753815071371;2025;11-08-2025;111;;;;;
527-32-010-00;24-07-2025;;;Øv.varekøb 2.9 Fordeling fælles 2.7-24.7;233,20;291,50;34010;2507241753346478716;2025;;111;;;;;
527-32-010-00;23-07-2025;ServiWet;35554114;inventar;479,00;598,75;34010;2507211753123863748;2025;28-07-2025;111;;;;;
527-32-010-00;22-07-2025;;;Personale sko;1.190,00;1.487,50;34010;2507221753184013012;2025;23-07-2025;111;;;;;
527-32-010-00;17-07-2025;LYRECO DANMARK A/S;62545313;Highlighter Lyreco g, Lyreco Danmar;33,40;41,75;34010;2507161752691853624;2025;12-08-2025;111;;;;;
527-32-010-00;17-07-2025;LYRECO DANMARK A/S;62545313;Highlighter Lyreco p, Lyreco Danmar;33,40;41,75;34010;2507161752691853624;2025;12-08-2025;111;;;;;
527-32-010-00;17-07-2025;LYRECO DANMARK A/S;62545313;Highlighter Lyreco, , Lyreco Danmar;31,42;39,28;34010;2507161752691853624;2025;12-08-2025;111;;;;;
527-32-010-00;17-07-2025;LYRECO DANMARK A/S;62545313;Highlighter Stabilo , Lyreco Danmar;46,20;57,75;34010;2507161752691853624;2025;12-08-2025;111;;;;;
527-32-010-00;16-07-2025;;;Skruemaskine;82,45;103,06;34010;2507161752650683147;2025;17-07-2025;111;;;;;
527-32-010-00;04-07-2025;LYRECO DANMARK A/S;62545313;Multifunktionspapir , Lyreco Danmar;237,00;296,25;34010;2506201750445474403;2025;17-07-2025;111;;;;;
527-32-010-00;04-07-2025;LYRECO DANMARK A/S;62545313;Afrunding;-0,01;-0,01;34010;2506201750445474403;2025;17-07-2025;111;;;;;
527-32-010-00;01-07-2025;;;Fordel fælles.3.6-30.6 Øvrig varekøb 2,9;47,58;59,48;34010;2507011751351097056;2025;;111;;;;;
527-32-010-00;16-06-2025;;;Panzerglas til mobil tlf;240,00;300,00;34010;2506161750065359683;2025;17-06-2025;111;;;;;
527-32-010-00;19-05-2025;Blomster by Walgaard;18970392;Buket, Sannes 50års fødselsdag Køkken;25,79;32,24;34010;2505011746125508871;2025;20-05-2025;111;;;;;
527-32-010-00;15-05-2025;LYRECO DANMARK A/S;62545313;Bordregner Canon TS-, Lyreco Danmar;623,75;779,69;34010;2505141747248632456;2025;10-06-2025;111;;;;;
527-32-010-00;07-05-2025;;;Fordel fælles Øv varekøb 2.9. 26.3-7.5;183,92;229,90;34010;2505071746620273220;2025;;111;;;;;
527-32-010-00;03-04-2025;Blomster by Walgaard;18970392;Lenes 60års fødselsdag Køkken;25,79;32,24;34010;2504021743619843403;2025;07-04-2025;111;;;;;
527-32-010-00;03-04-2025;;;Inndlæg til sko personale.Køkken;400,00;500,00;34010;2504031743673028971;2025;04-04-2025;111;;;;;
527-32-010-00;25-03-2025;;;Fordeling fælles 1.1-25.3-25;154,24;192,80;34010;2503251742906849204;2025;;111;;;;;
527-32-010-00;24-03-2025;;;Støtte handske til Køkkenet;239,96;299,95;34010;2503241742809530644;2025;25-03-2025;111;;;;;
527-32-010-00;13-03-2025;LYRECO DANMARK A/S;62545313;Multifunktionspapir , Lyreco Danmar;252,00;315,00;34010;2503071741377027020;2025;03-04-2025;111;;;;;
527-32-010-00;13-03-2025;LYRECO DANMARK A/S;62545313;Afrunding;-0,01;-0,01;34010;2503071741377027020;2025;03-04-2025;111;;;;;
527-32-010-00;04-03-2025;;;Arbejds sko til Lise-Lotte. Køkkenet;1.400,00;1.750,00;34010;2503041741079007715;2025;05-03-2025;111;;;;;
527-32-010-00;03-03-2025;Blomster by Walgaard;18970392;Buketter leveret d 4.2 og 28.2 Køkkenet;320,00;400,00;34010;2502281740772228561;2025;07-03-2025;111;;;;;
527-32-010-00;17-02-2025;NORDISKE MEDIER A/S;10150825;MedTechNews 1.2-2025-31.1-2026 Køkken;502,45;628,06;34010;2502131739476218460;2025;18-02-2025;111;;;;;
527-32-010-00;12-02-2025;ServiWet;35554114;tø;239,00;298,75;34010;2502111739303421023;2025;17-02-2025;111;;;;;
527-32-010-00;11-02-2025;LOUIS NIELSEN A/S;70130111;Skærmbriller ADMIN Køkken;116,10;145,12;34010;2502101739217030964;2025;28-03-2025;111;;;;;
527-32-010-00;03-02-2025;;;Blomster til Maha. Køkken;320,00;400,00;34010;2502031738575685229;2025;04-02-2025;111;;;;;
527-32-012-05;18-12-2025;;;Gebyr kortbetaling uge 48;1.250,00;1.250,00;34010;2512181766068911952;2025;;111;;;;;
527-32-012-05;18-12-2025;;;Andre gebyr bank uge 48;18,61;18,61;34010;2512181766068911952;2025;;111;;;;;
527-32-012-05;18-12-2025;;;Andre gebyrer bank uge 49;37,48;37,48;34010;2512181766070511960;2025;;111;;;;;
527-32-012-05;18-12-2025;;;Andre gebyrer bank uge 50;22,63;22,63;34010;2512181766070511960;2025;;111;;;;;
527-32-012-05;17-12-2025;Pianostem og Musiker Bent Bomholt;28469683;Stemning af flygel og pianino;258,00;258,00;34010;2512021764705124494;2025;;111;;;;;
527-32-012-05;17-12-2025;DUSTIN A/S;26092183;Samsung;-5.583,75;-5.583,75;34010;2511281764359481125;2025;;111;;;;;
527-32-012-05;11-12-2025;;;Andre gebyrer bank uge 46;35,84;35,84;34010;2512111765449771338;2025;;111;;;;;
527-32-012-05;11-12-2025;;;Andre gebyr bank uge 47;28,52;28,52;34010;2512111765449771338;2025;;111;;;;;
527-32-012-05;03-12-2025;Vipps MobilePay, filial af Vipps MobileP;43300946;Tr.gebyr MP 11;39,74;39,74;34010;2512021764705121489;2025;15-12-2025;111;;;;;
527-32-012-05;01-12-2025;DUSTIN A/S;26092183;Samsung;5.583,75;5.583,75;34010;2511281764359481125;2025;;111;;;;;
527-32-012-05;17-11-2025;;;Andre gebyr bank uge 44;46,02;46,02;34010;2511171763376710319;2025;;111;;;;;
527-32-012-05;17-11-2025;;;Andre gebyr bank uge 45;21,86;21,86;34010;2511171763376710319;2025;;111;;;;;
527-32-012-05;03-11-2025;Vipps MobilePay, filial af Vipps MobileP;43300946;Tr.ak. gebyr MP;17,54;17,54;34010;2511011762026815128;2025;14-11-2025;111;;;;;
527-32-012-05;30-10-2025;;;gebyr kortbetaling 41;579,00;579,00;34010;2510301761816713918;2025;;111;;;;;
527-32-012-05;30-10-2025;;;Andre gebyr bank uge 41;34,01;34,01;34010;2510301761816713918;2025;;111;;;;;
527-32-012-05;30-10-2025;;;Andre gebyrer bank uge 42;29,26;29,26;34010;2510301761816713918;2025;;111;;;;;
527-32-012-05;30-10-2025;;;Andre gebyrer bank uge 43;36,59;36,59;34010;2510301761816713918;2025;;111;;;;;
527-32-012-05;28-10-2025;;;Tj.Ydelser uden moms.4.0 Fordel fælles;12,65;12,65;34010;2510281761654800658;2025;;111;;;;;
527-32-012-05;09-10-2025;;;Andre gebyr bank uge 39;46,51;46,51;34010;2510091759998866334;2025;;111;;;;;
527-32-012-05;09-10-2025;;;Andre gebyr bank uge 40;39,47;39,47;34010;2510091759998866334;2025;;111;;;;;
527-32-012-05;06-10-2025;Vipps MobilePay, filial af Vipps MobileP;43300946;Tr.ak. gebyr MP;16,24;16,24;34010;2510011759344892470;2025;14-10-2025;111;;;;;
527-32-012-05;30-09-2025;;;Andre gebyr bank uge 38;30,06;30,06;34010;2509301759217539000;2025;;111;;;;;
527-32-012-05;29-09-2025;;;Fæl ford.Tj.Ydelser u/moms4.9 29.8-29.9;4,13;4,13;34010;2509291759137891452;2025;;111;;;;;
527-32-012-05;23-09-2025;;;Andre gebyr bank uge 37;28,58;28,58;34010;2509231758627390113;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Gebyr kortbetaling uge 27;579,00;579,00;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 27;66,43;66,43;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 28;38,24;38,24;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 29;29,48;29,48;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 30;31,00;31,00;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 31;36,21;36,21;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 32;37,64;37,64;34010;2509161758023372792;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank 33;32,45;32,45;34010;2509161758023820794;2025;;111;;;;;
527-32-012-05;16-09-2025;;;Andre gebyr bank uge 34;37,79;37,79;34010;2509161758023820794;2025;;111;;;;;
